Id	Label	weighted_eigenvector_centrality	weighted_betweennes_centrality
A024511	Boros Luca	0.000650523591580626	0.0
A017831	Boros Lőrinc	0.002559574751340829	0.0
A025726	Boros Miklós	0.0063007935284311424	7.827586143157691e-05
A025727	Boros Mátyás	0.013912033696055244	0.0003788796972476566
A020738	Boros Tamás	0.0010983071347894912	0.00014625945729176455
A025728	Boros Viola	0.006782890583337439	7.362663608483998e-05
A011172	Borosi Gábor	0.0015498649237034976	0.0
A003627	Borostyánkői Mátyás	3.040744880991388e-05	0.0
A015356	Borovi Dániel	9.123476973329632e-05	0.0
A014583	Bors Eszter	0.0005633967408469553	8.767849119165336e-08
A025029	Borsai Szandra	0.00017002218353918426	0.0
A008954	Borsay Márti	0.002380832946931163	1.4697916031853686e-05
A015627	Borsi Judit	0.00021912640553188077	0.0
A012650	Borsik Miklós	0.003904196977944771	7.753139928520388e-08
A009520	Borsos - Lőrinc	0.0014507853908662164	0.0
A021764	Borsos Balázs	0.0004253114046390727	0.0
A025729	Borsos István	0.0005912349673521273	0.0
A025730	Borsos János	0.01456913437423512	0.001311734749361017
A025731	Borsos József	0.001000229254267004	2.9932036647740125e-06
A012066	Borsos Lorinc	0.0038285903357280185	8.140796924946408e-07
A025732	Borsos Lőrinc	0.07417998402907544	0.0016925426307182506
A004553	Borsos Mihály	0.0015204778618002773	0.0
A000023	Borsos Miklós	0.003222575645127253	0.002589873550035015
A025733	Borsos Róbert	0.009092600369366158	9.207462377631272e-05
A025734	Borsos-Lőrinc Lilla	0.016781429916889207	0.00014727089294224477
A020447	Borsódy Eszter	0.0006966530576380955	3.891191142553967e-05
A025735	Bortnyik Sándor	0.002319934732821942	0.00015632075389569714
A025736	Bortnyik Éva	0.0016718541601676645	1.4756339936293704e-05
A019818	Borut Krajnc	1.825361328231885e-05	0.0
A016562	Borut Peterlin	0.0008822791718623266	6.783997437455339e-08
A025737	Boruzs Ádám	0.0028455932831313023	0.0
A008151	Boryana Rossa	0.00039804132826587517	0.0
A025110	Borza Teréz	0.00017581690960466695	0.0
A012828	Borzsák Veronika	2.5385806641245034e-17	0.0
A013692	Borókai Gábor	3.074970121583128e-06	0.0
A011930	Bosco Shane	3.0651484579731354e-06	0.0
A016754	Bosnyák Zsuzsa	0.0010489301634320264	1.4490372394978304e-06
A008973	Bosznai Tibor	0.00031740148387906397	0.0
A011826	Both Eszter	1.3026392183941601e-05	0.0
A025738	Botka Ildikó	0.0020072274980179224	1.8857889533506404e-06
A019261	Botond Keresztesi	1.709188001856714e-05	0.0
A012426	Botos Péter	0.004591430386828792	0.0004538218542040439
A017090	Botos Tamás	6.714844414077237e-05	1.2114281138313107e-07
A011232	Bottlik Virág	0.006795805363404287	0.0
A014409	Botz Vivien	0.0008332471056302471	0.0
A013190	Botzheim Bálint	0.00045097539068161336	1.8142347432737707e-05
A002323	Botár László	0.00027394153167507195	0.0
A025739	Botár Olivér	0.000548332188534461	1.2622111803631137e-05
A014832	Bouchra Khalili	0.0007002254601764977	1.4513877946190004e-05
A014146	Boushra Al Moutawakel	0.00010978115101351754	0.0
A021755	Boy D	0.00038496181061026285	0.0
A025740	Bozi Tibor	0.0018113390705743943	0.0
A025741	Bozsogi Nóra	0.002985824738379285	0.00014692200164546134
A000562	Bozsó András	0.010280597852494914	2.7045536450655286e-05
A025742	Bozzai Dániel	0.001326857200336357	6.625787934134639e-05
A014769	Bozóki András	0.00047592265157249376	0.0
A013427	Bp. Service	0.00041751291827032657	0.0
A002226	Bp. Vii.	3.878892306885704e-08	0.0
A025743	Braco Dimitrijeviæ	0.0001872427304116544	0.0
A024823	Brad Davis	4.112691955600537e-05	4.516204008363126e-06
A025744	Brad Downey	0.0006405820768642419	0.0
A012181	Bradák Balázs	0.0005109431236440961	0.0
A013104	Bram Bogart	0.0013531624778437802	4.109521131301616e-06
A019191	Branczik Márta	0.0059811038316978345	7.164639688231747e-06
A008569	Branka Cvjeticanin	9.036954255633987e-06	0.0
A001503	Branka Stipancic	2.8915908224185573e-05	0.0
A010187	Branka Stipanèiæ	0.00013501832717567074	0.0
A002079	Branko Franceschi	9.29669907107399e-06	0.0
A018331	Brasnyó Antal	3.379038279619569e-05	0.0
A007422	Brassai Gabi	0.00024397978781528611	3.876569964260194e-08
A025745	Braun András	0.046416172065871404	1.8453396022727155e-05
A025746	Braun Vera	0.0004898787568459182	3.26924066985943e-07
A002071	Breda Beban	2.7425534116414318e-05	3.256318769978563e-06
A004724	Breiter Artúr	0.00015870083760003342	4.946247676376386e-07
A006337	Brenner György	1.0636834435081671e-18	0.0
A025747	Breszkovics Bernadett	0.0010526435505674838	3.9305025098951445e-05
A023951	Brett Leigh Dicks	2.4693381480397095e-05	0.0
A025748	Bretus Imre	0.029989114081825072	0.0033436501381334163
A005461	Breuer Marcell	0.00018918313851041483	0.0
A025749	Brezina Zoltán	0.00022303109332613702	2.4215640376745322e-05
A010254	Breznai András	0.002094705905983799	0.0
A004236	Breznay Pál	0.003350843313857559	4.806946755682641e-06
A017902	Breznay Sándor	0.0001410813026952964	0.0
A025750	Brindusa Armanca	0.004778224230848493	0.0
A009162	Brinkus Kata	9.394473116849704e-05	0.0
A015198	Brodszky Sándor	0.000969399251385707	2.9932036647740125e-06
A015947	Brody Art Yard	0.002345292123901577	2.0675039809387702e-07
A024134	Broussaud Gilles Fr	0.0008135401719425718	0.0
A021040	Bruce Berkow	0.00015416169396430444	0.0
A005637	Bruce Nauman	0.0005191736495274534	0.0
A007518	Bruckner György	1.6328061337518425e-06	0.0
A008710	Bruckner Janos	0.0005814545199429671	0.0
A015135	Bruncsák András	0.00014033352754113534	8.046036325820197e-06
A025751	Bruno Baptistelli	0.007132994803957999	0.0
A015557	Bruno Barbey	6.192237774746335e-05	0.0
A018497	Bruno Mokross	0.000323169688981706	0.0
A009354	Bruno Tolic	0.0003537026103479194	1.7735307586490388e-07
A023084	Brush Ramones	0.0003086939162323733	0.0
A018947	Bryan Ray Turcotte	3.3116945710222696e-06	0.0
A006874	Bryan Zanisnik	2.5273123366594054e-05	0.0
A010736	Bryn Chainey	0.001132331095354444	0.0
A018861	Brzózka Helena	1.161117841043481e-05	0.0
A018858	Brzózka Marek	1.161117841043481e-05	0.0
A007053	Bráda Enikő	0.0001981393922677358	0.0
A007054	Bráda Judit	0.00024170640723150384	1.9382849821300971e-07
A025752	Bráda Tibor	0.002638287124663213	0.001506092512028956
A009260	Brájer Éva	0.0009592929478255064	0.0
A012609	Bródy János	0.00024595720357238013	0.0
A009890	Brüchner János	0.0006596254239871047	0.0
A011863	Brückner Janos	6.837503178382283e-05	0.0
A025753	Brückner János	0.019852298418225396	0.0003971394557557393
A021765	Bubla Éva	0.0007071955418045865	8.145965684898755e-06
A008859	Bubutímár Éva	0.0006115911066940944	0.0
A017568	Bucsi Dorottya Zsófia	0.00017049409082295908	3.90632159664719e-07
A025754	Bucsi Árpád	0.009240776369787236	0.0006880296316209496
A025755	Bucskó Mihály	0.004559567659379776	0.0035687870201020324
A008698	Buczkó György	0.003276222002503205	3.8765699642601943e-07
A021692	Buczkó Imre	0.0005370198482206408	0.00011016944939822089
A012098	Buda Ferenc	3.2582464558099055e-05	0.0
A025756	Buda Gábor	0.004786821729678644	4.651883957112233e-06
A003800	Budahelyi Tibor	0.0010599875034654868	2.311373169866903e-06
A007201	Budaházi Tibor	0.0015750999270909706	5.2798153060436665e-05
A024878	Budai Lotte	0.00011670399406410867	0.0
A020418	Budai Zsanett	0.00010344042408283307	0.0
A007308	Budai Zsolt	2.5916059367337686e-05	0.0
A018743	Budapest Art Factory	1.4345392477257714e-05	0.0
A002116	Budapest Box	0.0009314348304734307	0.0
A025757	Budapest Galéria	0.0001454645710574196	4.910321954729579e-07
A020494	Budapest Sound Collective	0.0022464666413571236	0.0
A012751	Budapesti Dunai Rakpartok	1.0351372283958785e-19	0.0
A019238	Budapesti Metropolitan Egyetem	0.0006544876708751907	0.0
A025758	Buday Enikő	0.0009908705818927823	8.249305124568972e-05
A025759	Budha Tamás	0.0178478092956681	0.00017411240378864862
A008403	Budha Tomi	0.0036648098583607226	0.0
A025760	Budán Miklós	0.0020266568258462264	0.0
A015663	Buella Mónika	4.0260833233868714e-07	0.0
A002977	Bugovits Anikó	0.005120913301764273	2.5677661048980616e-07
A020776	Buhály József	0.0011808604971737875	0.0
A009858	Bujdos Tibor	0.0001791913162896671	0.0
A025761	Bujdosó Alpár	0.0030919052121666825	5.1687599523469254e-08
A009127	Bujdosó Attila	9.101330202050274e-05	0.0
A022867	Bukor Kata	0.00018049227650965524	0.0
A015642	Bukor Tibor	0.00021097098564646963	0.0
A025762	Bukta Imre	0.13506380951373048	0.01814805965141318
A017335	Bukta Zsolt	5.556142333869508e-05	0.0
A009910	Bulcsu Tamás	9.74030452116826e-07	0.0
A006781	Bulcsú Tamás	0.0005448642169932403	0.0
A022404	Bulecza Gábriel	4.588767886182598e-06	0.0
A008895	Bullas József	0.0010290929899104749	0.0
A025763	Bullet Shih	0.0008786381169252914	3.101255971408155e-07
A025764	Bullás József	0.028091296736485236	0.002293343873267085
A010944	Bun Zsófia	0.00028114468625226724	0.0
A025765	Buna Konstantin	3.8574358561051185e-05	0.0
A025252	Bunus Joan	0.00037701763915499515	0.0
A002902	Bunus János	0.001089863827460826	0.0
A012896	Burai Árpád	0.0002291637165787576	0.0
A021565	Burian Norbert M.V.	0.0006713011127275956	0.001069488635150109
A008362	Burkus Judit	0.0017253238794387796	7.0803927054593e-06
A020557	Burt Caesar	3.549557350024053e-06	0.0
A008511	Burány Béla Pöcök	0.001209611410658814	0.0
A022826	Bus Boglárka	0.0002623514501800035	0.0
A011139	Bus István	0.000193683972662863	0.0
A012917	Busa Pista	5.007099835329581e-06	0.0
A007954	Busák Péter	0.0014694456718127326	1.1629709892780582e-07
A025766	Butak András	0.0055702288669905575	0.005796030575510649
A022329	Buthi Patrik	2.4985314666587016e-05	0.0
A015136	Butora Tamás	0.00014033352754113534	8.046036325820197e-06
A003892	Buttinger Gergely	1.0946130421569703e-05	0.0
A002928	Buza Kriszta	0.0004003883196955563	0.0
A021706	Buzogány Anna	0.0003724901592925398	0.0
A008284	Buzokova  Zhenia	0.0006017299797521502	0.0
A013532	Bábel Klára	4.754201947512201e-05	5.537957091800277e-09
A025767	Bács Emese	0.01607496291921877	0.005472181846488158
A023901	Bácsi Barnabás	0.0011837250289377834	7.379438583965705e-05
A025768	Bácsi Róbert	0.007211018163338949	3.197247227666026e-05
A019460	Bácskai Bertalan	0.0006458145238939509	0.0
A025769	Báder Ferenc	0.0009668764284165296	0.0
A013582	Bági Attila	0.0001222207467938991	0.0
A000511	Bálind István	0.0015201163955172671	3.152375575332465e-07
A025770	Bálint Anna	0.00024274541988002283	0.0
A025771	Bálint Bence	0.0029915837160040884	4.684460175299293e-05
A025772	Bálint Bertalan	0.00637279424965966	0.0002563641801913951
A011669	Bálint Bianka	0.00013349932165569118	0.0
A007550	Bálint Bolygó	0.0004081129040320883	0.0
A011195	Bálint Cili	0.000146556474983932	0.0
A025773	Bálint Endre	0.017333605623674957	0.0008809196726867346
A014297	Bálint Ildikó	0.0010337194227289079	3.7861166650941227e-07
A025774	Bálint Imre	6.805823223385109e-05	0.0001459140934547537
A020306	Bálint István	0.001349608190813455	0.0
A024800	Bálint Jákob	2.6786387417086915e-19	0.0
A025775	Bálint Móni	0.006938384136011354	0.00021856101458498975
A004685	Bálint Ádám	0.001591328796890736	6.534789368324326e-08
A009760	Bálizs Anna...	4.74966430145312e-05	0.0
A025776	Bálványos Anna	0.014764098121572528	0.0015016281413558288
A019947	Bálványos Huba	0.000916159135749494	1.7229199841156417e-08
A025777	Bálványos Levente	0.02790791583030727	0.00042631493081509613
A025778	Bán András	0.03255815847049747	0.003715095015702529
A018350	Bán Annamária	1.4144113489085909e-05	0.0
A019590	Bán Béla	0.0003370872994973929	5.537957091800277e-09
A017622	Bán Ildikó	0.0010824670839304957	0.0010129477316611888
A010666	Bán Krisztián	0.00011786814451141621	0.0
A025779	Bán Mariann	0.0013806106165871698	3.101255971408155e-07
A022439	Bán Teodóra	0.000626419420564278	6.33371892622204e-06
A025780	Bán Zsófia	0.014374482017446902	1.1629709892780583e-06
A019089	Bándy György	0.00036844249136143	0.0
A012165	Bánfalvi Eszter	0.0003445368194472558	0.0
A013717	Bánffi Brigitta	0.0007341176213637385	6.124323428370453e-07
A024705	Bánfi Balázs	0.00019207207037322	0.0003514813238504284
A014418	Bánfi Brigitta	0.003020707696087344	0.0001810913078422254
A025781	Bánföldi Zoltán	0.0038271811579474	0.00018961343637812538
A025782	Bánhegyesy Antal	0.00024521618055796233	0.00016491688739720564
A022917	Bánházi Gyöngyi	1.4964266319234274e-06	0.0
A018352	Bánki Berta	1.4144113489085909e-05	0.0
A015903	Bánki Gabi	4.161586871718594e-06	0.0
A005377	Bánki Gergely	3.1724941095433164e-06	0.0
A025783	Bánki György	0.00289438536089566	0.0004465705223628696
A022865	Bánki Luca	0.00018049227650965524	0.0
A010975	Bánki Tamás	7.42221834115502e-05	0.0
A025784	Bánki Ákos	0.06478557677518706	0.010163454896821718
A025785	Bánkuti András	0.005543998302354754	0.005922787856477346
A018025	Bánkúti Emese	0.00013028018225893495	7.115546184398647e-08
A015797	Bánkúti Gergő	0.002198239344348809	0.0018115129587190774
A016017	Bányai Anna	0.0008283768836568805	0.0
A022916	Bányai Szabados Katalin	1.4964266319234274e-06	0.0
A025786	Bányay Anna	0.000155790978079773	2.0970539519850176e-05
A000599	Bányay Péter	0.0015400675072034702	0.0
A024487	Bányász Anna	5.587235598599836e-06	0.0
A014563	Bányász Judit	1.3377937084185826e-23	0.0
A002498	Bányász Éva	0.0008155513667480555	0.0
A018072	Bánáti Bodó	0.00011791981815334909	1.661387127540083e-08
A023111	Bánáti Sverák József	0.00011660779372743307	0.0
A015922	Bánóczki Tibor	0.0016866339815263729	0.0
A009080	Bárdfalvi Zsolt	0.0011944356331580026	0.0
A020716	Bárdi Sára	0.00021862500045064588	2.5843799761734627e-08
A006480	Bárdos Deák Ágnes	0.0013596398251596133	0.0
A004414	Bárdos Yvette	6.074801046306592e-05	0.0
A002473	Bárdosi Ibolya	2.2834929168401612e-05	0.0
A025787	Bárdosi József	0.011939855570508655	0.0008555797836238512
A025788	Bárdosi Katinka	0.0016557213445760016	7.753139928520388e-08
A013262	Báron György	1.3377937084185826e-23	0.0
A025170	Báron Laura	6.400271636963751e-05	8.404991698323274e-07
A025789	Bársony István	0.021449919886513954	0.0006646936576799171
A012219	Bársony Júlia	0.000365892337085359	0.0
A024701	Bárány Máté	0.00032582324369573556	0.0
A023019	Bárány Terézia	0.0002556292348217111	0.0
A015839	Básthy Ágnes	0.004809796007118883	0.0004565838776758199
A019851	Básty Ágnes	8.607070312069304e-05	0.0
A025790	Bátai Sándor	0.020575394840346903	0.001837586082512264
A001060	Bátorfi Andrea	0.0018515369937347312	5.9621646050321785e-05
A013801	Bátorfi Szabolcs	0.0005192485374991273	0.0
A025791	Bátori Zsolt	0.0023739520434409075	0.005194577908308898
A023928	Bátory Péter	0.0004498566425821861	0.0
A025792	Bächer Iván	0.0007448091846043726	0.0
A005617	Bäck Manci	0.00018427354245932804	0.0
A002734	Bécs Professzora	0.00037336528129125067	0.0
A013448	Bécsi Imre	0.0010063587504663097	2.543385248801412e-05
A022754	Békefi Róbert M.V.	5.699892895223959e-05	0.0
A022412	Békefy Zoltán	4.1504212671310935e-05	0.0
A011361	Békei Barbara	2.7085089103225975e-06	0.0
A007690	Béki István	0.002433917112217033	0.00029470546328298053
A010507	Bélai Marci	0.0012178111725937963	0.0
A023622	Bélaműhely Sound Art	0.0008970571622393241	1.021707817706936e-05
A017085	Béli Balázs	0.00012504426136706364	6.866374549195869e-06
A017812	Béli Ádám	0.0001479241964093944	0.0
A015840	Bényi Andrea	0.0009949547258973274	2.79113037426734e-07
A019695	Bényi Eszter	2.4420493987673354e-05	0.0
A019990	Bényi László	0.0001518762586892047	9.04532991660712e-08
A019591	Bér János	0.0003370872994973929	5.537957091800277e-09
A017985	Bérczi Linda	0.002512404534241277	2.8254231085665647e-06
A009987	Bérczi Szaniszló	1.3347776771318697e-21	0.0
A003697	Bérczi Zsófia	0.0008220945058079751	0.000435416338385705
A019849	Béres Alexandra	4.296777032690007e-05	0.0
A020278	Béres István Kommunikációkutató	6.035704341740185e-05	0.0
A007652	Béres Pálma	0.0015332662212035374	3.894552188569933e-06
A012411	Bíbok Piroska	0.00016968194672038764	0.0
A025794	Bóbics Dia	0.001038123041076322	0.00011023919868373739
A005547	Bócsi Krisztián	0.002211460813777163	0.0012007287807299526
A025795	Bódi Brigitta	0.00045531566489866225	6.713178713432947e-06
A007188	Bódi Kati	0.0012317330857793069	0.0
A025796	Bódi Kinga	0.009598748712223012	0.0
A015300	Bódi Lóránt	0.0016376281647785158	2.79113037426734e-06
A009797	Bódi Marianna	0.0008509955045244204	0.0
A021548	Bódis Andrea	0.001602501263641504	0.0
A006730	Bódis Barnabás	0.003164475312212663	0.00011052100968105813
A006725	Bódis Boróka Kinga	0.00019075258421368386	0.0
A025797	Bódis Kriszta	0.001207444617002199	0.0
A017089	Bódis Krisztián	6.714844414077237e-05	1.2114281138313107e-07
A025798	Bódy Gábor	0.005945396825680896	0.00023609792701016492
A001706	Bóna Ottó	0.0016854365663470038	1.4756001234694486e-05
A001681	Bónyai Barbara	8.787175372596752e-21	0.0
A025799	Bózsa Evelin	0.005511594235341593	0.0003488839258099394
A025800	Böcskei Balázs	0.011317339310814184	0.0
A016760	Bödecs András	0.00042671918706117893	0.0
A025801	Bögi Dia	0.003862642567861487	0.00046604482893423775
A018418	Bögi Diána	0.002409615531448316	6.394288478915469e-06
A025802	Bögös Loránd	0.003140829588207271	2.446910841287005e-06
A011899	Böhler Nóra	0.0018941158634688286	0.0
A024407	Böhm Gergely	0.0004177383933269287	0.0
A022772	Böhm Gergő	0.0003290146606822512	0.0
A021979	Böjte Horváth István	0.0011867280094963214	1.1740169086205501e-05
A025803	Bölcskey Miklós	0.004987135051222803	7.909505775818278e-07
A007636	Böltskey Miklós	0.0004719794058347229	0.0
A013725	Böndi-Bökor Bernadett	0.0005927914801328009	0.0
A023234	Börcsök Anna	5.3855066398163445e-06	0.0
A002336	Börcsök Enikő	0.00043971265075704453	0.0
A012501	Börcsök Mihály	0.00047528929549841946	0.0
A016505	Börcsök Zsófia	0.00029681630030632883	3.074119981658334e-05
A000626	Böröcz András	0.02402719881447324	0.0018211649142121547
A010660	Böröcz Angelika	0.009992836086627236	0.0
A025804	Böröcz László	0.0025105973596406123	0.00014560396785761288
A015177	Böröcz Petra	0.00022815239551194854	0.0
A024215	Böröcz Sándor	0.0004166117044455047	0.0
A004890	Böröczfy Virág	0.010031562733459308	1.39556518713367e-06
A017552	Börönte Tamás	0.00017049409082295908	3.90632159664719e-07
A024428	Bösztöri Petra	0.00042726058133837316	0.0
A013996	Böszörményi Dóra	0.00026390628919427514	0.0
A010042	Böszörményi István	7.943156665401591e-05	0.0
A024427	Böszörményi Réka	0.00042726058133837316	0.0
A024360	Búbos Dávid	0.00015215692538253958	0.0
A023467	Bús Balázs	0.000295623584233039	0.0
A025805	Büki Zsuzsa	0.010808208367511453	0.00018245534362997982
A014740	Bükki Zsuzsanna	0.0005386615880422483	3.1600576904993443e-07
A025806	Bődey János	0.0004740417815176761	2.059427793513228e-06
A002105	C. Naylor	0.00019682819863973974	0.0
A018502	C.F. Møller	1.0647715054658683e-18	0.0
A013123	Cabaret Band	0.001691065773302846	0.0
A021043	Caitlin Jones	4.6892190553040555e-05	0.0
A009034	Cakó Dániel Medárd	4.876953176114988e-05	0.0
A024127	Cakó Ferenc	0.0005066768634150463	0.0
A012053	Camila Sposati	0.0005950343735842019	0.0
A017172	Camill Von Egloffstein	0.00033883214748788487	0.0
A025807	Camilla Englund	0.011257607602670451	1.7757430987874773e-05
A025808	Camille Juthier	2.0135911594358826e-05	0.0
A015911	Camilo Yañez	0.004140102500626546	0.0
A016154	Camilo Yáñez	0.0016023132808956598	4.968614995483827e-07
A021409	Can Altay	0.00223543147593001	0.0
A025809	Can Togay	0.0011317424892357728	0.00014436346546904964
A012257	Cana Bilir-Meier	0.00020560370861512969	0.0
A007394	Candice Breitz	0.0005026171696969541	0.0
A001426	Candida Höfer	0.0015088798127231467	0.00011266127808384973
A009128	Cannelle Tanc	9.101330202050274e-05	0.0
A010872	Cantemir Hausi	5.3453455199726746e-05	0.0
A015199	Canzi Ágost	0.000969399251385707	2.9932036647740125e-06
A014544	Cao Fej	0.0006528133945620421	0.0
A014634	Cao Huj	5.054352001867747e-07	0.0
A007696	Caprice Quartet	0.0014586432167095745	0.0
A003691	Carey Young	0.00205587268176617	0.0
A001810	Carina Bergholm Sundén	1.035504761344528e-05	0.0
A023039	Carl Magnus	2.8823317957670143e-05	0.0
A001154	Carl Von Weiler	6.162069984058743e-05	0.0
A023523	Carla Kogelman	0.00019057970860347025	0.0
A018060	Carla Under Water	4.566869097657207e-05	0.0
A004535	Carles Congost	0.0006257913119190837	3.566444367119379e-05
A001513	Carles Valverde	2.178974287834583e-19	0.0
A016969	Carlo Bernardini	0.0002237596777629203	0.0
A020644	Carlo Crivelli	0.00015607474715455648	0.0
A002822	Carlo Maglitto	0.00010078555551883425	0.0
A013029	Carlone Krzyszton	1.6246104065432676e-19	0.0
A025810	Carlos Aires	0.0012445600431258304	0.0
A017259	Carlos Amorales	0.00018911622546958462	1.2107820188372661e-05
A021287	Carlos Azeredo Mesquita	0.0005149080971424224	0.0
A023255	Carlos Pesudo	0.00012331714257310768	0.0
A007395	Carmela Garcia	0.0005026171696969541	0.0
A025811	Carmelo Arden Quin	2.8823317957670143e-05	0.0
A005406	Carol Borja	0.00019789497711396016	0.0
A023509	Carole Glauber	2.9394550882541193e-05	0.0
A002565	Caroline Douglas	0.0003132918558374083	0.0
A009800	Caroline Ljuus	5.096792707054072e-19	0.0
A021225	Caroline Walker	0.00016205705384287906	6.460949940433657e-08
A014025	Carolle Benitah	0.00025158953798768747	0.0
A016372	Carsten Stabenow	0.00043010091870918576	4.17476765381867e-08
A024451	Caryl St. Ama	6.237795679313284e-05	0.0
A001433	Casabere James	4.7580290851638416e-05	0.0
A025812	Caspar Stracke	0.007412594406267946	3.936872163704241e-06
A006573	Catalin Gheorghe	3.593322444117807e-06	0.0
A006950	Caterina Lewis	1.828039830909176e-18	0.0
A019784	Catharina Freuis	3.9261800154374896e-05	0.0
A005084	Catherine Bürki	0.005019771935582867	2.132113480343107e-06
A013051	Cathérine Hug	0.0012062649355931976	0.0
A025813	Cebula Anna	4.598321732660417e-05	0.00014529384226047207
A000183	Cecil Beaton	1.0712486437249344e-05	0.0
A001822	Cecilia Widenheim	1.035504761344528e-05	0.0
A025003	Cecília Bandeira	0.0005782660692739294	0.0
A012471	Ceija Stojka	4.7420829117039545e-20	0.0
A006852	Celia Perrin Sidarous	0.00016708753069024672	0.0
A010614	Cernov Mircea	0.0007781630205876845	0.0
A021907	Cerovszki Iván	9.61830436494855e-05	1.7721462693760884e-07
A003472	Cesare Pietroiusti	0.0005648195997731243	0.0
A002558	Chad Mccail	4.4946688681794446e-05	0.0
A013150	Chandrabhanu Pattanayak	1.6488017057994918e-07	0.0
A005656	Chang Soo Kim	0.0013400157958339928	0.0
A023077	Chang-Soo Kim	0.0011757139716789126	0.0
A004901	Chantal Akerman	0.0030024973907868055	0.0
A007902	Charles Farkas	4.103761664829999e-05	0.0
A025814	Charles Fréger	0.0007948323784277303	0.0
A001958	Charles Lansiaux	3.5131099340991347e-19	0.0
A001959	Charles Marville	3.5131099340991347e-19	0.0
A012613	Charlotte Gainsbourgh	4.859739083451409e-07	0.0
A021108	Charlotte Herben	0.0006259996217678384	1.3510124548171487e-06
A018637	Charlotte Keller	4.7420829117039545e-20	0.0
A007228	Chen Chieh-Jen	0.0008264622635041685	0.0
A009747	Chen Chih-Cheng	0.0002814107832597618	0.0
A015851	Chen Hai	8.227977643909508e-05	0.0
A009732	Chen Kai-Huang	0.0002814107832597618	0.0
A009733	Chen Shun-Chu	0.0002814107832597618	0.0
A011252	Cheryl Dunn	3.4993987204109045e-07	0.0
A025815	Chesslay György	0.0011926414675603792	5.088188106030929e-07
A003920	Chiaki Kurumizawa	7.110486989927288e-05	0.002606450581169983
A019839	Chico Manada	0.0012803968949398991	4.186826522081788e-05
A018604	Chiharu Shiota	5.5089723428369456e-05	0.0
A011827	Chikán Dóra	1.3026392183941601e-05	0.0
A015894	Chilf Mari	0.005480443686982486	1.3418896030131442e-07
A025816	Chilf Mária	0.06766480426716977	0.014110371747379847
A015937	Chimera Project	0.0013640372133288522	0.0
A008271	Chintan Upadhyay	0.001807845837419788	0.00043588152678141623
A009734	Chiu Chen-Hung	0.0002814107832597618	0.0
A025039	Cho Minsuk	3.1218318144243426e-19	0.0
A009292	Chochol Károly	0.0007898339013747941	1.914092808487001e-06
A023545	Choe Kyoo Sik	4.718047005623436e-18	1.1629709892780582e-07
A025042	Choi Won-Joon	3.1218318144243426e-19	0.0
A009735	Chou You-Cheng	0.0002814107832597618	0.0
A008337	Chris Clark	4.680967771296645e-19	0.0
A008740	Chris Marker	0.001101255605566694	0.0
A015534	Chris Steele-Perkins	4.7420829117039545e-20	0.0
A025817	Christa Bartesch	0.0007949616732211307	0.00036129632066905006
A005349	Christa Kaltenbrunner	1.0522861118365301e-05	0.0
A014884	Christa Kempf	1.646321824832152e-05	0.0
A022090	Christa Sommerer	2.178974287834583e-19	0.0
A012797	Christian Boltanski	0.010919014968276774	5.8414704888989965e-05
A025818	Christian Jankowski	0.004768542266892891	7.753139928520389e-07
A025819	Christian Kobi	0.00043010091870918576	4.17476765381867e-08
A002956	Christian Mayer	0.0002646694816341672	0.0
A002732	Christian Reder	0.00037336528129125067	0.0
A000830	Christian Schad	0.0011487896117878783	0.0
A016371	Christian Skjødt	0.00043010091870918576	4.17476765381867e-08
A014092	Christian Stahl	0.0013087698003307474	2.5068371800758663e-06
A010286	Christian Zillner	7.460303402944699e-05	0.0
A019151	Christiane Erharter	4.766085071574953e-05	0.0
A010818	Christiane John	0.0009357459205802455	0.0
A022370	Christiane Kada	2.3315867173152567e-05	0.0
A016983	Christina Lázár	0.001081686346138366	0.0
A001152	Christina Mackie	6.162069984058743e-05	0.0
A016812	Christina Mitrentse	0.00020095197366699205	0.0
A016082	Christina Ordonez	0.0007779667539937542	0.0
A022012	Christina Werner	6.39731533296595e-05	0.0
A012889	Christine Hohenbüchler	0.0005976874033108544	0.0
A010487	Christine Lund	0.0002595780644673376	0.0
A001627	Christoph Doswald	2.178974287834583e-19	0.0
A022892	Christoph Jenni	2.6786387417086915e-19	0.0
A019963	Christoph Meier	2.7819038706879684e-05	0.0
A005724	Christoph Rauch	0.002209175905554621	0.0
A006363	Christoph Ruckhäberle	0.0035861226483544922	0.0
A015305	Christoph Schlingensief	0.00029132790305545184	0.0
A000296	Christoph Tannert	0.0029762963371338844	0.0
A015263	Christopher Long	4.895127986036659e-09	0.0
A008338	Christopher Scott	4.680967771296645e-19	0.0
A012390	Christos Dimitriou	4.164999008587332e-19	0.0
A007480	Christy Johnson	0.0030771357758569953	0.0
A008389	Chto Delat	0.0009016889421735039	1.1672782892383474e-06
A009736	Chuang Che-Wei	0.0002814107832597618	0.0
A003711	Chuck Close	0.0014145473261750058	0.0
A025044	Chung Dahyoung	3.1218318144243426e-19	0.0
A024452	Chunhui Zhang	6.237795679313284e-05	0.0
A025820	Cieklinski Sándor	2.3620664810545462e-05	0.0
A011610	Cimbalmos Márta Cedenka	0.000476402502693666	2.5843799761734627e-08
A004590	Cincia Cremona	1.6246104065432676e-19	0.0
A002510	Cindy Sherman	0.010240319085881458	0.00028770169370055535
